Employee_ID,Month_Label,Department,Team,Workload_Units,Completed_Units,Productive_Hours,Available_Hours,Productivity_Percentage,Capacity_Utilization_Percentage,Month,OT_Hours,OT_Productivity_Status
E0035,2026-06,Sales,SAL-B,46,26,89.4,160,56.52,55.88,2026-06,9.31,High OT - Low Productivity - Inefficiency Risk
E0035,2026-07,Sales,SAL-B,46,29,97.7,160,63.04,61.06,2026-07,3.25,Normal OT
E0035,2026-08,Sales,SAL-B,53,34,129.1,160,64.15,80.69,2026-08,6.4,Normal OT
E0036,2026-01,Technology,TEC-A,71,71,146.7,160,100.0,91.69,2026-01,9.88,High OT - High Productivity
E0036,2026-02,Technology,TEC-A,78,64,141.9,160,82.05,88.69,2026-02,4.0,Normal OT
E0036,2026-03,Technology,TEC-A,75,67,149.2,160,89.33,93.25,2026-03,6.74,Normal OT
E0036,2026-04,Technology,TEC-A,90,73,148.3,160,81.11,92.69,2026-04,4.71,Normal OT
E0036,2026-05,Technology,TEC-A,95,68,143.6,160,71.58,89.75,2026-05,4.5,Normal OT
E0036,2026-06,Technology,TEC-A,98,79,173.8,160,80.61,108.63,2026-06,9.49,High OT - Low Productivity - Inefficiency Risk
E0036,2026-07,Technology,TEC-A,91,79,158.8,160,86.81,99.25,2026-07,15.7,High OT - Low Productivity - Inefficiency Risk
E0036,2026-08,Technology,TEC-A,102,73,160.8,160,71.57,100.5,2026-08,5.07,Normal OT
E0037,2026-01,Sales,SAL-A,40,36,125.9,160,90.0,78.69,2026-01,3.81,Normal OT
E0037,2026-02,Sales,SAL-A,41,38,127.7,160,92.68,79.81,2026-02,6.05,Normal OT
E0037,2026-03,Sales,SAL-A,47,43,148.1,160,91.49,92.56,2026-03,5.66,Normal OT
E0037,2026-04,Sales,SAL-A,46,40,148.6,160,86.96,92.88,2026-04,6.37,Normal OT
E0037,2026-05,Sales,SAL-A,47,41,154.5,160,87.23,96.56,2026-05,2.63,Normal OT
E0037,2026-06,Sales,SAL-A,46,36,123.9,160,78.26,77.44,2026-06,5.09,Normal OT
E0037,2026-07,Sales,SAL-A,45,35,129.4,160,77.78,80.88,2026-07,3.6,Normal OT
E0037,2026-08,Sales,SAL-A,46,38,141.2,160,82.61,88.25,2026-08,3.66,Normal OT
E0038,2026-01,Customer Support,SUP-C,154,141,132.7,160,91.56,82.94,2026-01,7.54,Normal OT
E0038,2026-02,Customer Support,SUP-C,168,141,135.4,160,83.93,84.62,2026-02,5.39,Normal OT
E0038,2026-03,Customer Support,SUP-C,166,156,148.5,160,93.98,92.81,2026-03,6.58,Normal OT
E0038,2026-04,Customer Support,SUP-C,165,147,140.5,160,89.09,87.81,2026-04,10.12,High OT - High Productivity
E0038,2026-05,Customer Support,SUP-C,158,139,139.0,160,87.97,86.88,2026-05,10.26,High OT - High Productivity
E0038,2026-06,Customer Support,SUP-C,158,143,139.5,160,90.51,87.19,2026-06,4.45,Normal OT
E0038,2026-07,Customer Support,SUP-C,169,154,146.9,160,91.12,91.81,2026-07,13.25,High OT - High Productivity
E0038,2026-08,Customer Support,SUP-C,180,170,156.8,160,94.44,98.0,2026-08,8.02,Normal OT
E0039,2026-01,Customer Support,SUP-B,156,144,138.5,160,92.31,86.56,2026-01,7.07,Normal OT
E0039,2026-02,Customer Support,SUP-B,151,133,133.6,160,88.08,83.5,2026-02,8.32,Normal OT
E0039,2026-03,Customer Support,SUP-B,164,164,166.6,160,100.0,104.12,2026-03,5.25,Normal OT
E0039,2026-04,Customer Support,SUP-B,153,144,135.1,160,94.12,84.44,2026-04,12.12,High OT - High Productivity
E0039,2026-05,Customer Support,SUP-B,183,155,159.1,160,84.7,99.44,2026-05,2.98,Normal OT
E0039,2026-06,Customer Support,SUP-B,162,142,138.3,160,87.65,86.44,2026-06,8.8,Normal OT
E0039,2026-07,Customer Support,SUP-B,171,140,126.9,160,81.87,79.31,2026-07,15.42,High OT - Low Productivity - Inefficiency Risk
E0039,2026-08,Customer Support,SUP-B,183,163,157.1,160,89.07,98.19,2026-08,5.32,Normal OT
E0040,2026-01,Technology,TEC-B,69,61,126.0,160,88.41,78.75,2026-01,3.59,Normal OT
E0040,2026-02,Technology,TEC-B,77,64,145.4,160,83.12,90.88,2026-02,7.07,Normal OT
E0040,2026-03,Technology,TEC-B,83,71,146.1,160,85.54,91.31,2026-03,5.82,Normal OT
E0040,2026-04,Technology,TEC-B,84,70,155.8,160,83.33,97.38,2026-04,8.92,Normal OT
E0040,2026-05,Technology,TEC-B,87,75,164.3,160,86.21,102.69,2026-05,3.39,Normal OT
E0040,2026-06,Technology,TEC-B,101,65,143.2,160,64.36,89.5,2026-06,7.56,Normal OT
E0040,2026-07,Technology,TEC-B,97,75,163.3,160,77.32,102.06,2026-07,8.04,Normal OT
E0040,2026-08,Technology,TEC-B,98,74,148.9,160,75.51,93.06,2026-08,8.39,Normal OT
E0041,2026-03,Operations,OPS-A,133,88,114.2,160,66.17,71.38,2026-03,13.58,High OT - Low Productivity - Inefficiency Risk
E0041,2026-04,Operations,OPS-A,135,89,109.1,160,65.93,68.19,2026-04,12.41,High OT - Low Productivity - Inefficiency Risk
E0041,2026-05,Operations,OPS-A,147,93,116.9,160,63.27,73.06,2026-05,7.85,Normal OT
E0041,2026-06,Operations,OPS-A,147,88,110.5,160,59.86,69.06,2026-06,10.98,High OT - Low Productivity - Inefficiency Risk
E0041,2026-07,Operations,OPS-A,162,111,145.0,160,68.52,90.62,2026-07,6.92,Normal OT
E0041,2026-08,Operations,OPS-A,143,100,127.1,160,69.93,79.44,2026-08,11.74,High OT - Low Productivity - Inefficiency Risk
E0042,2026-01,Operations,OPS-C,130,109,136.8,160,83.85,85.5,2026-01,4.87,Normal OT
E0042,2026-02,Operations,OPS-C,137,110,141.1,160,80.29,88.19,2026-02,8.32,Normal OT
E0042,2026-03,Operations,OPS-C,140,114,139.1,160,81.43,86.94,2026-03,2.31,Normal OT
E0042,2026-04,Operations,OPS-C,146,107,129.0,160,73.29,80.62,2026-04,8.43,Normal OT
E0042,2026-05,Operations,OPS-C,141,113,134.3,160,80.14,83.94,2026-05,11.01,High OT - Low Productivity - Inefficiency Risk
E0042,2026-06,Operations,OPS-C,154,111,136.7,160,72.08,85.44,2026-06,8.98,Normal OT
E0042,2026-07,Operations,OPS-C,134,99,126.5,160,73.88,79.06,2026-07,6.71,Normal OT
E0042,2026-08,Operations,OPS-C,143,107,128.8,160,74.83,80.5,2026-08,11.77,High OT - Low Productivity - Inefficiency Risk
E0043,2026-01,HR,HR-B,83,78,151.3,160,93.98,94.56,,0.0,Normal OT
E0043,2026-02,HR,HR-B,73,69,140.8,160,94.52,88.0,2026-02,1.13,Normal OT
E0043,2026-03,HR,HR-B,84,75,153.1,160,89.29,95.69,2026-03,1.98,Normal OT
E0043,2026-04,HR,HR-B,77,73,143.7,160,94.81,89.81,2026-04,7.23,Normal OT
E0043,2026-05,HR,HR-B,74,67,141.3,160,90.54,88.31,2026-05,3.56,Normal OT
E0043,2026-06,HR,HR-B,74,74,148.4,160,100.0,92.75,2026-06,4.97,Normal OT
E0043,2026-07,HR,HR-B,91,75,149.9,160,82.42,93.69,2026-07,4.74,Normal OT
E0043,2026-08,HR,HR-B,78,71,133.5,160,91.03,83.44,2026-08,2.16,Normal OT
E0044,2026-01,Quality,QUA-B,97,86,120.2,160,88.66,75.12,,0.0,Normal OT
E0044,2026-02,Quality,QUA-B,115,102,143.3,160,88.7,89.56,2026-02,3.55,Normal OT
E0044,2026-03,Quality,QUA-B,100,95,133.8,160,95.0,83.62,2026-03,6.16,Normal OT
E0044,2026-04,Quality,QUA-B,114,100,139.7,160,87.72,87.31,,0.0,Normal OT
E0044,2026-05,Quality,QUA-B,117,106,145.8,160,90.6,91.13,,0.0,Normal OT
E0044,2026-06,Quality,QUA-B,117,114,169.3,160,97.44,105.81,2026-06,6.07,Normal OT
E0044,2026-07,Quality,QUA-B,121,102,136.0,160,84.3,85.0,2026-07,6.26,Normal OT
E0044,2026-08,Quality,QUA-B,116,108,144.8,160,93.1,90.5,2026-08,2.67,Normal OT
E0045,2026-01,Sales,SAL-A,44,39,141.0,160,88.64,88.12,,0.0,Normal OT
E0045,2026-02,Sales,SAL-A,43,42,150.7,160,97.67,94.19,2026-02,4.76,Normal OT
E0045,2026-03,Sales,SAL-A,42,42,150.7,160,100.0,94.19,2026-03,3.03,Normal OT
E0045,2026-04,Sales,SAL-A,48,43,147.4,160,89.58,92.12,2026-04,3.36,Normal OT
E0045,2026-05,Sales,SAL-A,48,38,140.8,160,79.17,88.0,2026-05,2.07,Normal OT
E0045,2026-06,Sales,SAL-A,47,37,128.3,160,78.72,80.19,2026-06,8.31,Normal OT
E0045,2026-07,Sales,SAL-A,49,37,125.3,160,75.51,78.31,2026-07,4.34,Normal OT
E0045,2026-08,Sales,SAL-A,55,37,123.6,160,67.27,77.25,2026-08,4.16,Normal OT
E0046,2026-01,Quality,QUA-B,100,89,130.1,160,89.0,81.31,2026-01,5.28,Normal OT
E0046,2026-02,Quality,QUA-B,110,103,151.3,160,93.64,94.56,2026-02,3.09,Normal OT
E0046,2026-03,Quality,QUA-B,121,111,166.6,160,91.74,104.12,2026-03,4.73,Normal OT
E0046,2026-04,Quality,QUA-B,119,97,143.5,160,81.51,89.69,2026-04,2.97,Normal OT
E0046,2026-05,Quality,QUA-B,121,108,148.5,160,89.26,92.81,2026-05,10.18,High OT - High Productivity
E0046,2026-06,Quality,QUA-B,125,108,146.9,160,86.4,91.81,2026-06,3.49,Normal OT
E0046,2026-07,Quality,QUA-B,110,101,143.3,160,91.82,89.56,2026-07,8.05,Normal OT
E0046,2026-08,Quality,QUA-B,122,109,158.4,160,89.34,99.0,2026-08,6.75,Normal OT
E0047,2026-01,Customer Support,SUP-C,165,157,153.3,160,95.15,95.81,2026-01,11.56,High OT - High Productivity
E0047,2026-02,Customer Support,SUP-C,153,139,139.0,160,90.85,86.88,2026-02,5.5,Normal OT
E0047,2026-03,Customer Support,SUP-C,173,148,150.8,160,85.55,94.25,2026-03,6.63,Normal OT
E0047,2026-04,Customer Support,SUP-C,165,159,158.5,160,96.36,99.06,2026-04,8.64,Normal OT
E0047,2026-05,Customer Support,SUP-C,184,158,161.9,160,85.87,101.19,2026-05,8.4,Normal OT
E0047,2026-06,Customer Support,SUP-C,183,162,162.0,160,88.52,101.25,2026-06,10.19,High OT - High Productivity
E0047,2026-07,Customer Support,SUP-C,164,164,156.6,160,100.0,97.88,2026-07,12.7,High OT - High Productivity
E0047,2026-08,Customer Support,SUP-C,181,146,134.6,160,80.66,84.12,2026-08,6.81,Normal OT
E0048,2026-01,Finance,FIN-A,88,70,103.6,160,79.55,64.75,,0.0,Normal OT
E0048,2026-02,Finance,FIN-A,90,59,94.9,160,65.56,59.31,2026-02,0.86,Normal OT
E0048,2026-03,Finance,FIN-A,86,81,128.3,160,94.19,80.19,,0.0,Normal OT
E0048,2026-04,Finance,FIN-A,95,73,110.0,160,76.84,68.75,2026-04,3.21,Normal OT
E0048,2026-05,Finance,FIN-A,96,91,141.8,160,94.79,88.63,2026-05,1.87,Normal OT
E0048,2026-06,Finance,FIN-A,89,84,130.5,160,94.38,81.56,2026-06,2.21,Normal OT
E0048,2026-07,Finance,FIN-A,86,79,128.0,160,91.86,80.0,2026-07,2.32,Normal OT
E0048,2026-08,Finance,FIN-A,91,88,146.1,160,96.7,91.31,2026-08,1.52,Normal OT
E0049,2026-01,Sales,SAL-A,44,40,143.8,160,90.91,89.88,2026-01,1.78,Normal OT
E0049,2026-02,Sales,SAL-A,42,37,133.0,160,88.1,83.12,2026-02,1.86,Normal OT
E0049,2026-03,Sales,SAL-A,42,38,143.3,160,90.48,89.56,2026-03,7.85,Normal OT
E0049,2026-04,Sales,SAL-A,42,40,145.4,160,95.24,90.88,2026-04,7.63,Normal OT
E0049,2026-05,Sales,SAL-A,45,39,145.1,160,86.67,90.69,2026-05,4.65,Normal OT
E0049,2026-06,Sales,SAL-A,50,41,139.3,160,82.0,87.06,2026-06,5.46,Normal OT
E0049,2026-07,Sales,SAL-A,51,38,142.7,160,74.51,89.19,2026-07,5.83,Normal OT
E0049,2026-08,Sales,SAL-A,53,36,120.0,160,67.92,75.0,2026-08,7.9,Normal OT
E0050,2026-01,Sales,SAL-C,40,40,144.6,160,100.0,90.38,2026-01,5.88,Normal OT
E0050,2026-02,Sales,SAL-C,42,38,129.8,160,90.48,81.12,,0.0,Normal OT
E0050,2026-03,Sales,SAL-C,49,38,141.4,160,77.55,88.38,2026-03,1.42,Normal OT
E0050,2026-04,Sales,SAL-C,44,40,137.7,160,90.91,86.06,2026-04,1.62,Normal OT
E0050,2026-05,Sales,SAL-C,48,38,138.1,160,79.17,86.31,2026-05,1.84,Normal OT
E0050,2026-06,Sales,SAL-C,53,40,150.6,160,75.47,94.12,2026-06,1.38,Normal OT
E0050,2026-07,Sales,SAL-C,48,39,138.7,160,81.25,86.69,2026-07,5.21,Normal OT
E0050,2026-08,Sales,SAL-C,49,40,141.9,160,81.63,88.69,2026-08,4.33,Normal OT
E0051,2026-01,Finance,FIN-A,90,85,136.5,160,94.44,85.31,2026-01,1.75,Normal OT
E0051,2026-02,Finance,FIN-A,98,84,139.9,160,85.71,87.44,2026-02,6.68,Normal OT
E0051,2026-03,Finance,FIN-A,88,84,130.5,160,95.45,81.56,,0.0,Normal OT
E0051,2026-04,Finance,FIN-A,90,87,135.4,160,96.67,84.62,2026-04,1.67,Normal OT
E0051,2026-05,Finance,FIN-A,93,82,133.0,160,88.17,83.12,2026-05,3.81,Normal OT
E0051,2026-06,Finance,FIN-A,86,81,126.7,160,94.19,79.19,2026-06,5.65,Normal OT
E0051,2026-07,Finance,FIN-A,86,87,140.7,160,101.16,87.94,2026-07,1.05,Normal OT
E0051,2026-08,Finance,FIN-A,96,92,154.4,160,95.83,96.5,2026-08,1.67,Normal OT
E0052,2026-01,Customer Support,SUP-B,154,135,126.4,160,87.66,79.0,2026-01,5.24,Normal OT
E0052,2026-02,Customer Support,SUP-B,168,141,130.9,160,83.93,81.81,2026-02,9.34,High OT - Low Productivity - Inefficiency Risk
E0052,2026-03,Customer Support,SUP-B,153,146,138.0,160,95.42,86.25,2026-03,8.45,Normal OT
E0052,2026-04,Customer Support,SUP-B,155,141,131.6,160,90.97,82.25,2026-04,10.65,High OT - High Productivity
E0052,2026-05,Customer Support,SUP-B,151,139,140.0,160,92.05,87.5,2026-05,3.87,Normal OT
E0052,2026-06,Customer Support,SUP-B,170,158,149.8,160,92.94,93.62,2026-06,9.23,High OT - High Productivity
E0052,2026-07,Customer Support,SUP-B,176,169,170.3,160,96.02,106.44,2026-07,9.27,High OT - High Productivity
E0052,2026-08,Customer Support,SUP-B,176,157,147.3,160,89.2,92.06,2026-08,4.04,Normal OT
E0053,2026-04,Technology,TEC-B,89,50,108.0,160,56.18,67.5,2026-04,5.46,Normal OT
E0053,2026-05,Technology,TEC-B,87,50,101.5,160,57.47,63.44,2026-05,11.21,High OT - Low Productivity - Inefficiency Risk
E0053,2026-06,Technology,TEC-B,99,61,130.5,160,61.62,81.56,2026-06,0.67,Normal OT
E0053,2026-07,Technology,TEC-B,98,60,129.9,160,61.22,81.19,2026-07,8.68,Normal OT
E0053,2026-08,Technology,TEC-B,102,66,143.9,160,64.71,89.94,2026-08,10.27,High OT - Low Productivity - Inefficiency Risk
E0054,2026-01,Quality,QUA-B,107,104,153.9,160,97.2,96.19,2026-01,6.57,Normal OT
E0054,2026-02,Quality,QUA-B,107,94,137.8,160,87.85,86.12,,0.0,Normal OT
E0054,2026-03,Quality,QUA-B,103,102,150.4,160,99.03,94.0,2026-03,4.55,Normal OT
E0054,2026-04,Quality,QUA-B,112,110,159.7,160,98.21,99.81,2026-04,4.47,Normal OT
E0054,2026-05,Quality,QUA-B,114,112,154.1,160,98.25,96.31,2026-05,4.9,Normal OT
E0054,2026-06,Quality,QUA-B,113,100,140.7,160,88.5,87.94,2026-06,3.33,Normal OT
E0054,2026-07,Quality,QUA-B,126,102,150.9,160,80.95,94.31,,0.0,Normal OT
E0055,2026-01,Sales,SAL-A,39,37,134.7,160,94.87,84.19,2026-01,1.87,Normal OT
E0055,2026-02,Sales,SAL-A,46,40,144.4,160,86.96,90.25,2026-02,1.47,Normal OT
E0055,2026-03,Sales,SAL-A,48,41,145.8,160,85.42,91.13,2026-03,6.09,Normal OT
E0055,2026-04,Sales,SAL-A,47,41,140.7,160,87.23,87.94,2026-04,2.32,Normal OT
E0055,2026-05,Sales,SAL-A,44,36,128.1,160,81.82,80.06,,0.0,Normal OT
E0055,2026-06,Sales,SAL-A,45,38,141.9,160,84.44,88.69,2026-06,1.96,Normal OT
E0055,2026-07,Sales,SAL-A,47,34,115.6,160,72.34,72.25,2026-07,1.74,Normal OT
E0055,2026-08,Sales,SAL-A,49,33,114.7,160,67.35,71.69,2026-08,11.45,High OT - Low Productivity - Inefficiency Risk
E0056,2026-01,Sales,SAL-C,41,37,128.5,160,90.24,80.31,2026-01,5.08,Normal OT
E0056,2026-02,Sales,SAL-C,46,41,147.2,160,89.13,92.0,,0.0,Normal OT
E0056,2026-03,Sales,SAL-C,46,44,151.2,160,95.65,94.5,2026-03,1.27,Normal OT
E0056,2026-04,Sales,SAL-C,45,40,139.2,160,88.89,87.0,2026-04,7.47,Normal OT
E0056,2026-05,Sales,SAL-C,48,40,143.8,160,83.33,89.88,2026-05,2.95,Normal OT
E0056,2026-06,Sales,SAL-C,49,38,140.1,160,77.55,87.56,2026-06,10.38,High OT - Low Productivity - Inefficiency Risk
E0056,2026-07,Sales,SAL-C,49,39,134.4,160,79.59,84.0,2026-07,4.18,Normal OT
E0056,2026-08,Sales,SAL-C,51,35,122.0,160,68.63,76.25,2026-08,5.92,Normal OT
E0057,2026-01,Customer Support,SUP-A,165,160,151.8,160,96.97,94.88,2026-01,1.92,Normal OT
E0057,2026-02,Customer Support,SUP-A,149,135,127.8,160,90.6,79.88,2026-02,10.11,High OT - High Productivity
E0057,2026-03,Customer Support,SUP-A,156,140,137.8,160,89.74,86.12,2026-03,9.8,High OT - High Productivity
E0057,2026-04,Customer Support,SUP-A,163,140,141.5,160,85.89,88.44,2026-04,8.63,Normal OT
E0057,2026-05,Customer Support,SUP-A,183,142,134.4,160,77.6,84.0,2026-05,7.61,Normal OT
E0057,2026-06,Customer Support,SUP-A,174,156,147.2,160,89.66,92.0,2026-06,5.82,Normal OT
E0057,2026-07,Customer Support,SUP-A,186,139,142.7,160,74.73,89.19,2026-07,15.33,High OT - Low Productivity - Inefficiency Risk
E0057,2026-08,Customer Support,SUP-A,175,165,160.6,160,94.29,100.37,2026-08,17.5,High OT - High Productivity
E0058,2026-01,Operations,OPS-B,111,103,125.5,160,92.79,78.44,2026-01,6.78,Normal OT
E0058,2026-02,Operations,OPS-B,124,118,145.9,160,95.16,91.19,2026-02,5.45,Normal OT
E0058,2026-03,Operations,OPS-B,135,122,152.5,160,90.37,95.31,2026-03,6.72,Normal OT
E0058,2026-04,Operations,OPS-B,142,123,163.4,160,86.62,102.12,2026-04,7.88,Normal OT
E0058,2026-05,Operations,OPS-B,136,99,127.1,160,72.79,79.44,2026-05,5.15,Normal OT
E0058,2026-06,Operations,OPS-B,144,105,139.2,160,72.92,87.0,2026-06,15.63,High OT - Low Productivity - Inefficiency Risk
E0058,2026-07,Operations,OPS-B,149,95,112.0,160,63.76,70.0,2026-07,3.87,Normal OT
E0058,2026-08,Operations,OPS-B,159,100,129.9,160,62.89,81.19,2026-08,12.26,High OT - Low Productivity - Inefficiency Risk
E0059,2026-01,Technology,TEC-B,69,68,149.7,160,98.55,93.56,2026-01,7.02,Normal OT
E0059,2026-02,Technology,TEC-B,77,72,146.0,160,93.51,91.25,2026-02,10.7,High OT - High Productivity
E0059,2026-03,Technology,TEC-B,82,67,146.2,160,81.71,91.38,2026-03,6.93,Normal OT
E0059,2026-04,Technology,TEC-B,77,67,134.4,160,87.01,84.0,2026-04,10.29,High OT - Low Productivity - Inefficiency Risk
E0059,2026-05,Technology,TEC-B,84,78,173.0,160,92.86,108.12,2026-05,3.64,Normal OT
E0059,2026-06,Technology,TEC-B,95,78,158.0,160,82.11,98.75,2026-06,2.96,Normal OT
E0059,2026-07,Technology,TEC-B,99,67,144.7,160,67.68,90.44,2026-07,5.42,Normal OT
E0059,2026-08,Technology,TEC-B,107,77,167.4,160,71.96,104.63,2026-08,9.93,High OT - Low Productivity - Inefficiency Risk
E0060,2026-01,Customer Support,SUP-C,151,143,138.4,160,94.7,86.5,2026-01,9.72,High OT - High Productivity
E0060,2026-02,Customer Support,SUP-C,150,135,126.4,160,90.0,79.0,2026-02,6.72,Normal OT
E0060,2026-03,Customer Support,SUP-C,154,144,140.1,160,93.51,87.56,2026-03,14.43,High OT - High Productivity
E0060,2026-04,Customer Support,SUP-C,152,139,128.0,160,91.45,80.0,2026-04,6.96,Normal OT
E0060,2026-05,Customer Support,SUP-C,157,158,142.9,160,100.64,89.31,2026-05,16.53,High OT - High Productivity
E0060,2026-06,Customer Support,SUP-C,176,166,165.8,160,94.32,103.63,2026-06,10.55,High OT - High Productivity
E0060,2026-07,Customer Support,SUP-C,185,164,163.4,160,88.65,102.12,2026-07,15.21,High OT - High Productivity
E0060,2026-08,Customer Support,SUP-C,166,151,137.4,160,90.96,85.88,2026-08,12.65,High OT - High Productivity
E0061,2026-01,Customer Support,SUP-B,165,139,141.9,160,84.24,88.69,2026-01,8.26,Normal OT
E0061,2026-02,Customer Support,SUP-B,150,139,137.4,160,92.67,85.88,2026-02,12.45,High OT - High Productivity
E0061,2026-03,Customer Support,SUP-B,156,147,144.7,160,94.23,90.44,2026-03,10.21,High OT - High Productivity
E0061,2026-04,Customer Support,SUP-B,167,157,157.6,160,94.01,98.5,2026-04,16.8,High OT - High Productivity
E0061,2026-05,Customer Support,SUP-B,155,138,124.8,160,89.03,78.0,2026-05,12.16,High OT - High Productivity
E0061,2026-06,Customer Support,SUP-B,179,159,145.3,160,88.83,90.81,2026-06,2.93,Normal OT
E0061,2026-07,Customer Support,SUP-B,157,147,147.4,160,93.63,92.12,2026-07,4.41,Normal OT
E0062,2026-01,Customer Support,SUP-A,145,148,134.7,160,102.07,84.19,2026-01,4.93,Normal OT
E0062,2026-02,Customer Support,SUP-A,155,156,143.8,160,100.65,89.88,2026-02,8.11,Normal OT
E0062,2026-03,Customer Support,SUP-A,160,141,144.1,160,88.12,90.06,2026-03,12.88,High OT - High Productivity
E0062,2026-04,Customer Support,SUP-A,150,141,134.8,160,94.0,84.25,2026-04,4.14,Normal OT
E0062,2026-05,Customer Support,SUP-A,180,160,149.1,160,88.89,93.19,2026-05,9.28,High OT - High Productivity
E0062,2026-06,Customer Support,SUP-A,154,137,132.8,160,88.96,83.0,2026-06,10.59,High OT - High Productivity
E0062,2026-07,Customer Support,SUP-A,185,143,133.0,160,77.3,83.12,2026-07,20.02,High OT - Low Productivity - Inefficiency Risk
E0062,2026-08,Customer Support,SUP-A,173,152,150.0,160,87.86,93.75,2026-08,16.66,High OT - Low Productivity - Inefficiency Risk
E0063,2026-01,Operations,OPS-C,125,118,141.9,160,94.4,88.69,2026-01,1.79,Normal OT
E0063,2026-02,Operations,OPS-C,132,107,141.6,160,81.06,88.5,2026-02,1.27,Normal OT
E0063,2026-03,Operations,OPS-C,126,123,146.3,160,97.62,91.44,2026-03,1.45,Normal OT
E0063,2026-04,Operations,OPS-C,130,116,153.1,160,89.23,95.69,2026-04,6.5,Normal OT
E0063,2026-05,Operations,OPS-C,127,113,147.3,160,88.98,92.06,2026-05,9.92,High OT - High Productivity
E0063,2026-06,Operations,OPS-C,153,98,120.4,160,64.05,75.25,2026-06,13.69,High OT - Low Productivity - Inefficiency Risk
E0063,2026-07,Operations,OPS-C,135,114,139.2,160,84.44,87.0,2026-07,6.67,Normal OT
E0063,2026-08,Operations,OPS-C,160,102,131.2,160,63.75,82.0,2026-08,10.4,High OT - Low Productivity - Inefficiency Risk
E0064,2026-01,Technology,TEC-B,74,69,154.0,160,93.24,96.25,,0.0,Normal OT
E0064,2026-02,Technology,TEC-B,80,74,162.1,160,92.5,101.31,2026-02,3.03,Normal OT
E0064,2026-03,Technology,TEC-B,81,63,137.6,160,77.78,86.0,2026-03,9.48,High OT - Low Productivity - Inefficiency Risk
E0064,2026-04,Technology,TEC-B,80,70,155.6,160,87.5,97.25,2026-04,2.83,Normal OT
E0064,2026-05,Technology,TEC-B,89,72,156.3,160,80.9,97.69,2026-05,6.71,Normal OT
E0064,2026-06,Technology,TEC-B,88,73,161.7,160,82.95,101.06,2026-06,5.49,Normal OT
E0064,2026-07,Technology,TEC-B,96,66,144.6,160,68.75,90.38,2026-07,11.46,High OT - Low Productivity - Inefficiency Risk
E0064,2026-08,Technology,TEC-B,93,71,153.5,160,76.34,95.94,2026-08,6.16,Normal OT
E0065,2026-01,Operations,OPS-B,132,128,151.5,160,96.97,94.69,2026-01,3.01,Normal OT
E0065,2026-02,Operations,OPS-B,126,110,139.9,160,87.3,87.44,2026-02,9.65,High OT - Low Productivity - Inefficiency Risk
E0065,2026-03,Operations,OPS-B,141,127,148.3,160,90.07,92.69,2026-03,7.33,Normal OT
E0065,2026-04,Operations,OPS-B,139,105,124.6,160,75.54,77.88,2026-04,13.87,High OT - Low Productivity - Inefficiency Risk
E0065,2026-05,Operations,OPS-B,130,101,126.5,160,77.69,79.06,2026-05,6.26,Normal OT
E0065,2026-06,Operations,OPS-B,157,105,123.0,160,66.88,76.88,,0.0,Normal OT
E0065,2026-07,Operations,OPS-B,160,114,148.8,160,71.25,93.0,2026-07,16.33,High OT - Low Productivity - Inefficiency Risk
E0065,2026-08,Operations,OPS-B,163,107,126.4,160,65.64,79.0,2026-08,11.66,High OT - Low Productivity - Inefficiency Risk
E0066,2026-01,Customer Support,SUP-B,146,135,127.4,160,92.47,79.62,2026-01,5.18,Normal OT
E0066,2026-02,Customer Support,SUP-B,164,145,139.5,160,88.41,87.19,2026-02,8.12,Normal OT
E0066,2026-03,Customer Support,SUP-B,178,156,143.9,160,87.64,89.94,2026-03,6.73,Normal OT
E0066,2026-04,Customer Support,SUP-B,151,140,129.9,160,92.72,81.19,2026-04,11.93,High OT - High Productivity
E0066,2026-05,Customer Support,SUP-B,166,158,151.6,160,95.18,94.75,2026-05,10.73,High OT - High Productivity
E0066,2026-06,Customer Support,SUP-B,170,150,140.6,160,88.24,87.87,2026-06,18.9,High OT - High Productivity
E0066,2026-07,Customer Support,SUP-B,178,160,153.3,160,89.89,95.81,2026-07,16.13,High OT - High Productivity
E0066,2026-08,Customer Support,SUP-B,183,171,163.8,160,93.44,102.38,2026-08,10.47,High OT - High Productivity
E0067,2026-01,Operations,OPS-A,119,109,144.1,160,91.6,90.06,2026-01,2.16,Normal OT
E0067,2026-02,Operations,OPS-A,135,112,137.2,160,82.96,85.75,2026-02,3.04,Normal OT
E0067,2026-03,Operations,OPS-A,144,111,131.8,160,77.08,82.38,2026-03,11.5,High OT - Low Productivity - Inefficiency Risk
E0067,2026-04,Operations,OPS-A,137,114,151.1,160,83.21,94.44,2026-04,3.81,Normal OT
E0067,2026-05,Operations,OPS-A,128,104,125.2,160,81.25,78.25,2026-05,2.93,Normal OT
E0067,2026-06,Operations,OPS-A,153,111,139.9,160,72.55,87.44,2026-06,15.75,High OT - Low Productivity - Inefficiency Risk
E0067,2026-07,Operations,OPS-A,155,97,116.1,160,62.58,72.56,2026-07,9.49,High OT - Low Productivity - Inefficiency Risk
E0067,2026-08,Operations,OPS-A,164,102,135.6,160,62.2,84.75,2026-08,10.22,High OT - Low Productivity - Inefficiency Risk
E0068,2026-03,Sales,SAL-C,42,29,109.9,160,69.05,68.69,2026-03,0.57,Normal OT
