Employee_ID,Month_Label,Department,Team,Manager,Workload_Units,Completed_Units,Productive_Hours,Available_Hours,Average_Quality_Score,Revenue_Contribution,Productivity_Percentage,Capacity_Utilization_Percentage,Monthly_Productivity_Change
E0032,2026-08,Operations,OPS-B,Operations Manager 3,138,101,120.7,160,92.43,1939.97,73.19,75.44,8.61
E0033,2026-01,Operations,OPS-A,Operations Manager 3,120,122,144.2,160,89.7,2109.89,101.67,90.12,
E0033,2026-02,Operations,OPS-A,Operations Manager 3,132,124,164.6,160,91.46,2148.47,93.94,102.88,-7.73
E0033,2026-03,Operations,OPS-A,Operations Manager 3,135,103,127.3,160,91.47,1950.79,76.3,79.56,-17.64
E0033,2026-04,Operations,OPS-A,Operations Manager 3,137,112,139.9,160,94.02,2026.56,81.75,87.44,5.45
E0033,2026-05,Operations,OPS-A,Operations Manager 3,140,104,134.2,160,87.74,1988.01,74.29,83.87,-7.46
E0033,2026-06,Operations,OPS-A,Operations Manager 3,152,113,136.5,160,91.0,2066.85,74.34,85.31,0.05
E0033,2026-07,Operations,OPS-A,Operations Manager 3,146,110,138.4,160,91.08,1901.88,75.34,86.5,1.0
E0033,2026-08,Operations,OPS-A,Operations Manager 3,158,96,115.1,160,86.76,1748.75,60.76,71.94,-14.58
E0034,2026-01,Customer Support,SUP-A,Customer Manager 1,156,147,137.2,160,97.63,1881.85,94.23,85.75,
E0034,2026-02,Customer Support,SUP-A,Customer Manager 1,151,152,137.2,160,94.73,1946.76,100.66,85.75,6.43
E0034,2026-03,Customer Support,SUP-A,Customer Manager 1,152,139,132.7,160,88.68,1749.7,91.45,82.94,-9.21
E0034,2026-04,Customer Support,SUP-A,Customer Manager 1,175,169,154.9,160,97.73,2157.59,96.57,96.81,5.12
E0034,2026-05,Customer Support,SUP-A,Customer Manager 1,161,149,142.6,160,96.68,1720.28,92.55,89.12,-4.02
E0034,2026-06,Customer Support,SUP-A,Customer Manager 1,154,152,145.7,160,92.24,1893.92,98.7,91.06,6.15
E0034,2026-07,Customer Support,SUP-A,Customer Manager 1,182,164,160.0,160,96.61,1964.53,90.11,100.0,-8.59
E0034,2026-08,Customer Support,SUP-A,Customer Manager 1,177,141,129.9,160,85.74,1638.73,79.66,81.19,-10.45
E0035,2026-05,Sales,SAL-B,Sales Manager 1,51,25,94.0,160,89.42,5833.03,49.02,58.75,
E0035,2026-06,Sales,SAL-B,Sales Manager 1,46,26,89.4,160,86.06,5772.18,56.52,55.88,7.5
E0035,2026-07,Sales,SAL-B,Sales Manager 1,46,29,97.7,160,93.97,6329.47,63.04,61.06,6.52
E0035,2026-08,Sales,SAL-B,Sales Manager 1,53,34,129.1,160,88.0,7968.59,64.15,80.69,1.11
E0036,2026-01,Technology,TEC-A,Technology Manager 3,71,71,146.7,160,89.09,7025.12,100.0,91.69,
E0036,2026-02,Technology,TEC-A,Technology Manager 3,78,64,141.9,160,96.96,6280.94,82.05,88.69,-17.95
E0036,2026-03,Technology,TEC-A,Technology Manager 3,75,67,149.2,160,91.62,6719.8,89.33,93.25,7.28
E0036,2026-04,Technology,TEC-A,Technology Manager 3,90,73,148.3,160,84.62,7044.24,81.11,92.69,-8.22
E0036,2026-05,Technology,TEC-A,Technology Manager 3,95,68,143.6,160,86.4,6408.59,71.58,89.75,-9.53
E0036,2026-06,Technology,TEC-A,Technology Manager 3,98,79,173.8,160,93.5,7314.75,80.61,108.63,9.03
E0036,2026-07,Technology,TEC-A,Technology Manager 3,91,79,158.8,160,89.62,7389.27,86.81,99.25,6.2
E0036,2026-08,Technology,TEC-A,Technology Manager 3,102,73,160.8,160,94.23,6851.46,71.57,100.5,-15.24
E0037,2026-01,Sales,SAL-A,Sales Manager 2,40,36,125.9,160,89.7,8103.38,90.0,78.69,
E0037,2026-02,Sales,SAL-A,Sales Manager 2,41,38,127.7,160,90.95,8562.94,92.68,79.81,2.68
E0037,2026-03,Sales,SAL-A,Sales Manager 2,47,43,148.1,160,88.2,9970.59,91.49,92.56,-1.19
E0037,2026-04,Sales,SAL-A,Sales Manager 2,46,40,148.6,160,90.32,8553.62,86.96,92.88,-4.53
E0037,2026-05,Sales,SAL-A,Sales Manager 2,47,41,154.5,160,90.55,9012.47,87.23,96.56,0.27
E0037,2026-06,Sales,SAL-A,Sales Manager 2,46,36,123.9,160,86.39,8367.28,78.26,77.44,-8.97
E0037,2026-07,Sales,SAL-A,Sales Manager 2,45,35,129.4,160,89.36,7654.72,77.78,80.88,-0.48
E0037,2026-08,Sales,SAL-A,Sales Manager 2,46,38,141.2,160,88.14,8785.74,82.61,88.25,4.83
E0038,2026-01,Customer Support,SUP-C,Customer Manager 2,154,141,132.7,160,89.91,1618.02,91.56,82.94,
E0038,2026-02,Customer Support,SUP-C,Customer Manager 2,168,141,135.4,160,89.61,1665.91,83.93,84.62,-7.63
E0038,2026-03,Customer Support,SUP-C,Customer Manager 2,166,156,148.5,160,88.04,1802.45,93.98,92.81,10.05
E0038,2026-04,Customer Support,SUP-C,Customer Manager 2,165,147,140.5,160,93.96,1799.95,89.09,87.81,-4.89
E0038,2026-05,Customer Support,SUP-C,Customer Manager 2,158,139,139.0,160,86.8,1628.45,87.97,86.88,-1.12
E0038,2026-06,Customer Support,SUP-C,Customer Manager 2,158,143,139.5,160,95.91,1650.58,90.51,87.19,2.54
E0038,2026-07,Customer Support,SUP-C,Customer Manager 2,169,154,146.9,160,89.41,1869.17,91.12,91.81,0.61
E0038,2026-08,Customer Support,SUP-C,Customer Manager 2,180,170,156.8,160,92.61,1991.68,94.44,98.0,3.32
E0039,2026-01,Customer Support,SUP-B,Customer Manager 3,156,144,138.5,160,87.68,1658.81,92.31,86.56,
E0039,2026-02,Customer Support,SUP-B,Customer Manager 3,151,133,133.6,160,95.17,1694.67,88.08,83.5,-4.23
E0039,2026-03,Customer Support,SUP-B,Customer Manager 3,164,164,166.6,160,90.13,2029.03,100.0,104.12,11.92
E0039,2026-04,Customer Support,SUP-B,Customer Manager 3,153,144,135.1,160,91.77,1747.7,94.12,84.44,-5.88
E0039,2026-05,Customer Support,SUP-B,Customer Manager 3,183,155,159.1,160,90.23,1942.42,84.7,99.44,-9.42
E0039,2026-06,Customer Support,SUP-B,Customer Manager 3,162,142,138.3,160,91.51,1788.92,87.65,86.44,2.95
E0039,2026-07,Customer Support,SUP-B,Customer Manager 3,171,140,126.9,160,92.43,1727.49,81.87,79.31,-5.78
E0039,2026-08,Customer Support,SUP-B,Customer Manager 3,183,163,157.1,160,82.02,2084.89,89.07,98.19,7.2
E0040,2026-01,Technology,TEC-B,Technology Manager 3,69,61,126.0,160,87.87,5682.84,88.41,78.75,
E0040,2026-02,Technology,TEC-B,Technology Manager 3,77,64,145.4,160,97.58,6098.05,83.12,90.88,-5.29
E0040,2026-03,Technology,TEC-B,Technology Manager 3,83,71,146.1,160,90.82,6671.66,85.54,91.31,2.42
E0040,2026-04,Technology,TEC-B,Technology Manager 3,84,70,155.8,160,91.31,6746.0,83.33,97.38,-2.21
E0040,2026-05,Technology,TEC-B,Technology Manager 3,87,75,164.3,160,99.5,7263.14,86.21,102.69,2.88
E0040,2026-06,Technology,TEC-B,Technology Manager 3,101,65,143.2,160,90.7,5939.41,64.36,89.5,-21.85
E0040,2026-07,Technology,TEC-B,Technology Manager 3,97,75,163.3,160,91.51,7584.79,77.32,102.06,12.96
E0040,2026-08,Technology,TEC-B,Technology Manager 3,98,74,148.9,160,92.33,6737.65,75.51,93.06,-1.81
E0041,2026-03,Operations,OPS-A,Operations Manager 2,133,88,114.2,160,92.9,1522.83,66.17,71.38,
E0041,2026-04,Operations,OPS-A,Operations Manager 2,135,89,109.1,160,89.26,1608.74,65.93,68.19,-0.24
E0041,2026-05,Operations,OPS-A,Operations Manager 2,147,93,116.9,160,94.65,1648.08,63.27,73.06,-2.66
E0041,2026-06,Operations,OPS-A,Operations Manager 2,147,88,110.5,160,92.34,1564.03,59.86,69.06,-3.41
E0041,2026-07,Operations,OPS-A,Operations Manager 2,162,111,145.0,160,95.82,1994.44,68.52,90.62,8.66
E0041,2026-08,Operations,OPS-A,Operations Manager 2,143,100,127.1,160,87.98,1723.17,69.93,79.44,1.41
E0042,2026-01,Operations,OPS-C,Operations Manager 2,130,109,136.8,160,95.69,1912.66,83.85,85.5,
E0042,2026-02,Operations,OPS-C,Operations Manager 2,137,110,141.1,160,93.38,1906.18,80.29,88.19,-3.56
E0042,2026-03,Operations,OPS-C,Operations Manager 2,140,114,139.1,160,92.8,2123.8,81.43,86.94,1.14
E0042,2026-04,Operations,OPS-C,Operations Manager 2,146,107,129.0,160,95.19,1948.12,73.29,80.62,-8.14
E0042,2026-05,Operations,OPS-C,Operations Manager 2,141,113,134.3,160,91.87,2089.13,80.14,83.94,6.85
E0042,2026-06,Operations,OPS-C,Operations Manager 2,154,111,136.7,160,93.69,2116.17,72.08,85.44,-8.06
E0042,2026-07,Operations,OPS-C,Operations Manager 2,134,99,126.5,160,91.29,1763.59,73.88,79.06,1.8
E0042,2026-08,Operations,OPS-C,Operations Manager 2,143,107,128.8,160,88.87,1860.12,74.83,80.5,0.95
E0043,2026-01,HR,HR-B,HR Manager 2,83,78,151.3,160,91.16,2253.45,93.98,94.56,
E0043,2026-02,HR,HR-B,HR Manager 2,73,69,140.8,160,98.64,1889.02,94.52,88.0,0.54
E0043,2026-03,HR,HR-B,HR Manager 2,84,75,153.1,160,89.33,2229.03,89.29,95.69,-5.23
E0043,2026-04,HR,HR-B,HR Manager 2,77,73,143.7,160,86.29,2001.49,94.81,89.81,5.52
E0043,2026-05,HR,HR-B,HR Manager 2,74,67,141.3,160,92.59,1969.82,90.54,88.31,-4.27
E0043,2026-06,HR,HR-B,HR Manager 2,74,74,148.4,160,95.49,2052.21,100.0,92.75,9.46
E0043,2026-07,HR,HR-B,HR Manager 2,91,75,149.9,160,90.85,2204.87,82.42,93.69,-17.58
E0043,2026-08,HR,HR-B,HR Manager 2,78,71,133.5,160,91.39,2005.82,91.03,83.44,8.61
E0044,2026-01,Quality,QUA-B,Quality Manager 1,97,86,120.2,160,88.58,2080.76,88.66,75.12,
E0044,2026-02,Quality,QUA-B,Quality Manager 1,115,102,143.3,160,89.42,2465.28,88.7,89.56,0.04
E0044,2026-03,Quality,QUA-B,Quality Manager 1,100,95,133.8,160,87.94,2268.42,95.0,83.62,6.3
E0044,2026-04,Quality,QUA-B,Quality Manager 1,114,100,139.7,160,88.28,2488.81,87.72,87.31,-7.28
E0044,2026-05,Quality,QUA-B,Quality Manager 1,117,106,145.8,160,83.64,2696.45,90.6,91.13,2.88
E0044,2026-06,Quality,QUA-B,Quality Manager 1,117,114,169.3,160,93.94,2618.64,97.44,105.81,6.84
E0044,2026-07,Quality,QUA-B,Quality Manager 1,121,102,136.0,160,93.26,2577.1,84.3,85.0,-13.14
E0044,2026-08,Quality,QUA-B,Quality Manager 1,116,108,144.8,160,94.48,2749.15,93.1,90.5,8.8
E0045,2026-01,Sales,SAL-A,Sales Manager 1,44,39,141.0,160,89.88,8668.79,88.64,88.12,
E0045,2026-02,Sales,SAL-A,Sales Manager 1,43,42,150.7,160,95.6,9773.42,97.67,94.19,9.03
E0045,2026-03,Sales,SAL-A,Sales Manager 1,42,42,150.7,160,96.55,9787.91,100.0,94.19,2.33
E0045,2026-04,Sales,SAL-A,Sales Manager 1,48,43,147.4,160,90.87,9287.4,89.58,92.12,-10.42
E0045,2026-05,Sales,SAL-A,Sales Manager 1,48,38,140.8,160,89.31,8601.97,79.17,88.0,-10.41
E0045,2026-06,Sales,SAL-A,Sales Manager 1,47,37,128.3,160,88.03,7955.5,78.72,80.19,-0.45
E0045,2026-07,Sales,SAL-A,Sales Manager 1,49,37,125.3,160,96.32,8532.81,75.51,78.31,-3.21
E0045,2026-08,Sales,SAL-A,Sales Manager 1,55,37,123.6,160,80.81,8568.02,67.27,77.25,-8.24
E0046,2026-01,Quality,QUA-B,Quality Manager 3,100,89,130.1,160,97.11,2154.43,89.0,81.31,
E0046,2026-02,Quality,QUA-B,Quality Manager 3,110,103,151.3,160,95.57,2568.34,93.64,94.56,4.64
E0046,2026-03,Quality,QUA-B,Quality Manager 3,121,111,166.6,160,90.84,2566.75,91.74,104.12,-1.9
E0046,2026-04,Quality,QUA-B,Quality Manager 3,119,97,143.5,160,90.47,2306.15,81.51,89.69,-10.23
E0046,2026-05,Quality,QUA-B,Quality Manager 3,121,108,148.5,160,90.06,2744.28,89.26,92.81,7.75
E0046,2026-06,Quality,QUA-B,Quality Manager 3,125,108,146.9,160,92.4,2716.89,86.4,91.81,-2.86
E0046,2026-07,Quality,QUA-B,Quality Manager 3,110,101,143.3,160,96.71,2389.59,91.82,89.56,5.42
E0046,2026-08,Quality,QUA-B,Quality Manager 3,122,109,158.4,160,90.89,2549.96,89.34,99.0,-2.48
E0047,2026-01,Customer Support,SUP-C,Customer Manager 1,165,157,153.3,160,97.34,1880.42,95.15,95.81,
E0047,2026-02,Customer Support,SUP-C,Customer Manager 1,153,139,139.0,160,92.36,1590.21,90.85,86.88,-4.3
E0047,2026-03,Customer Support,SUP-C,Customer Manager 1,173,148,150.8,160,88.58,1810.4,85.55,94.25,-5.3
E0047,2026-04,Customer Support,SUP-C,Customer Manager 1,165,159,158.5,160,94.56,1822.71,96.36,99.06,10.81
E0047,2026-05,Customer Support,SUP-C,Customer Manager 1,184,158,161.9,160,94.47,1987.03,85.87,101.19,-10.49
E0047,2026-06,Customer Support,SUP-C,Customer Manager 1,183,162,162.0,160,88.07,1868.85,88.52,101.25,2.65
E0047,2026-07,Customer Support,SUP-C,Customer Manager 1,164,164,156.6,160,90.74,1891.93,100.0,97.88,11.48
E0047,2026-08,Customer Support,SUP-C,Customer Manager 1,181,146,134.6,160,92.41,1810.18,80.66,84.12,-19.34
E0048,2026-01,Finance,FIN-A,Finance Manager 2,88,70,103.6,160,93.5,2230.45,79.55,64.75,
E0048,2026-02,Finance,FIN-A,Finance Manager 2,90,59,94.9,160,95.53,1868.79,65.56,59.31,-13.99
E0048,2026-03,Finance,FIN-A,Finance Manager 2,86,81,128.3,160,91.83,2385.4,94.19,80.19,28.63
E0048,2026-04,Finance,FIN-A,Finance Manager 2,95,73,110.0,160,89.71,2326.62,76.84,68.75,-17.35
E0048,2026-05,Finance,FIN-A,Finance Manager 2,96,91,141.8,160,89.02,2659.62,94.79,88.63,17.95
E0048,2026-06,Finance,FIN-A,Finance Manager 2,89,84,130.5,160,91.55,2562.62,94.38,81.56,-0.41
E0048,2026-07,Finance,FIN-A,Finance Manager 2,86,79,128.0,160,89.59,2406.57,91.86,80.0,-2.52
E0048,2026-08,Finance,FIN-A,Finance Manager 2,91,88,146.1,160,83.0,2763.91,96.7,91.31,4.84
E0049,2026-01,Sales,SAL-A,Sales Manager 1,44,40,143.8,160,91.64,8838.82,90.91,89.88,
E0049,2026-02,Sales,SAL-A,Sales Manager 1,42,37,133.0,160,87.15,8002.45,88.1,83.12,-2.81
E0049,2026-03,Sales,SAL-A,Sales Manager 1,42,38,143.3,160,90.93,8143.05,90.48,89.56,2.38
E0049,2026-04,Sales,SAL-A,Sales Manager 1,42,40,145.4,160,90.78,8631.86,95.24,90.88,4.76
E0049,2026-05,Sales,SAL-A,Sales Manager 1,45,39,145.1,160,85.83,8345.83,86.67,90.69,-8.57
E0049,2026-06,Sales,SAL-A,Sales Manager 1,50,41,139.3,160,95.82,9392.49,82.0,87.06,-4.67
E0049,2026-07,Sales,SAL-A,Sales Manager 1,51,38,142.7,160,90.04,8016.76,74.51,89.19,-7.49
E0049,2026-08,Sales,SAL-A,Sales Manager 1,53,36,120.0,160,93.12,8283.44,67.92,75.0,-6.59
E0050,2026-01,Sales,SAL-C,Sales Manager 3,40,40,144.6,160,83.25,9091.94,100.0,90.38,
E0050,2026-02,Sales,SAL-C,Sales Manager 3,42,38,129.8,160,94.16,8856.32,90.48,81.12,-9.52
E0050,2026-03,Sales,SAL-C,Sales Manager 3,49,38,141.4,160,93.41,8860.0,77.55,88.38,-12.93
E0050,2026-04,Sales,SAL-C,Sales Manager 3,44,40,137.7,160,90.59,8975.64,90.91,86.06,13.36
E0050,2026-05,Sales,SAL-C,Sales Manager 3,48,38,138.1,160,88.54,8915.35,79.17,86.31,-11.74
E0050,2026-06,Sales,SAL-C,Sales Manager 3,53,40,150.6,160,84.9,8372.57,75.47,94.12,-3.7
E0050,2026-07,Sales,SAL-C,Sales Manager 3,48,39,138.7,160,87.6,8685.84,81.25,86.69,5.78
E0050,2026-08,Sales,SAL-C,Sales Manager 3,49,40,141.9,160,94.05,8884.66,81.63,88.69,0.38
E0051,2026-01,Finance,FIN-A,Finance Manager 3,90,85,136.5,160,92.07,2610.1,94.44,85.31,
E0051,2026-02,Finance,FIN-A,Finance Manager 3,98,84,139.9,160,91.33,2496.26,85.71,87.44,-8.73
E0051,2026-03,Finance,FIN-A,Finance Manager 3,88,84,130.5,160,89.86,2600.66,95.45,81.56,9.74
E0051,2026-04,Finance,FIN-A,Finance Manager 3,90,87,135.4,160,88.61,2791.49,96.67,84.62,1.22
E0051,2026-05,Finance,FIN-A,Finance Manager 3,93,82,133.0,160,93.53,2570.93,88.17,83.12,-8.5
E0051,2026-06,Finance,FIN-A,Finance Manager 3,86,81,126.7,160,95.02,2551.84,94.19,79.19,6.02
E0051,2026-07,Finance,FIN-A,Finance Manager 3,86,87,140.7,160,95.88,2515.86,101.16,87.94,6.97
E0051,2026-08,Finance,FIN-A,Finance Manager 3,96,92,154.4,160,86.76,2836.96,95.83,96.5,-5.33
E0052,2026-01,Customer Support,SUP-B,Customer Manager 3,154,135,126.4,160,86.8,1552.88,87.66,79.0,
E0052,2026-02,Customer Support,SUP-B,Customer Manager 3,168,141,130.9,160,95.61,1614.85,83.93,81.81,-3.73
E0052,2026-03,Customer Support,SUP-B,Customer Manager 3,153,146,138.0,160,94.36,1757.84,95.42,86.25,11.49
E0052,2026-04,Customer Support,SUP-B,Customer Manager 3,155,141,131.6,160,83.3,1782.26,90.97,82.25,-4.45
E0052,2026-05,Customer Support,SUP-B,Customer Manager 3,151,139,140.0,160,89.6,1664.33,92.05,87.5,1.08
E0052,2026-06,Customer Support,SUP-B,Customer Manager 3,170,158,149.8,160,93.57,1928.91,92.94,93.62,0.89
E0052,2026-07,Customer Support,SUP-B,Customer Manager 3,176,169,170.3,160,88.9,2141.79,96.02,106.44,3.08
E0052,2026-08,Customer Support,SUP-B,Customer Manager 3,176,157,147.3,160,86.85,1952.4,89.2,92.06,-6.82
E0053,2026-04,Technology,TEC-B,Technology Manager 1,89,50,108.0,160,94.2,4967.9,56.18,67.5,
E0053,2026-05,Technology,TEC-B,Technology Manager 1,87,50,101.5,160,90.8,4695.82,57.47,63.44,1.29
E0053,2026-06,Technology,TEC-B,Technology Manager 1,99,61,130.5,160,92.77,5613.04,61.62,81.56,4.15
E0053,2026-07,Technology,TEC-B,Technology Manager 1,98,60,129.9,160,87.6,5659.54,61.22,81.19,-0.4
E0053,2026-08,Technology,TEC-B,Technology Manager 1,102,66,143.9,160,93.92,6656.64,64.71,89.94,3.49
E0054,2026-01,Quality,QUA-B,Quality Manager 3,107,104,153.9,160,93.49,2515.59,97.2,96.19,
E0054,2026-02,Quality,QUA-B,Quality Manager 3,107,94,137.8,160,91.4,2248.12,87.85,86.12,-9.35
E0054,2026-03,Quality,QUA-B,Quality Manager 3,103,102,150.4,160,91.09,2447.99,99.03,94.0,11.18
E0054,2026-04,Quality,QUA-B,Quality Manager 3,112,110,159.7,160,94.09,2535.81,98.21,99.81,-0.82
E0054,2026-05,Quality,QUA-B,Quality Manager 3,114,112,154.1,160,93.93,2745.1,98.25,96.31,0.04
E0054,2026-06,Quality,QUA-B,Quality Manager 3,113,100,140.7,160,87.63,2349.38,88.5,87.94,-9.75
E0054,2026-07,Quality,QUA-B,Quality Manager 3,126,102,150.9,160,91.79,2454.12,80.95,94.31,-7.55
E0055,2026-01,Sales,SAL-A,Sales Manager 3,39,37,134.7,160,90.14,7984.03,94.87,84.19,
E0055,2026-02,Sales,SAL-A,Sales Manager 3,46,40,144.4,160,91.22,8548.24,86.96,90.25,-7.91
E0055,2026-03,Sales,SAL-A,Sales Manager 3,48,41,145.8,160,90.86,9376.81,85.42,91.13,-1.54
E0055,2026-04,Sales,SAL-A,Sales Manager 3,47,41,140.7,160,89.02,9359.63,87.23,87.94,1.81
E0055,2026-05,Sales,SAL-A,Sales Manager 3,44,36,128.1,160,88.52,8417.21,81.82,80.06,-5.41
E0055,2026-06,Sales,SAL-A,Sales Manager 3,45,38,141.9,160,92.05,8555.55,84.44,88.69,2.62
E0055,2026-07,Sales,SAL-A,Sales Manager 3,47,34,115.6,160,96.18,8001.47,72.34,72.25,-12.1
E0055,2026-08,Sales,SAL-A,Sales Manager 3,49,33,114.7,160,85.88,7414.21,67.35,71.69,-4.99
E0056,2026-01,Sales,SAL-C,Sales Manager 2,41,37,128.5,160,88.9,8470.6,90.24,80.31,
E0056,2026-02,Sales,SAL-C,Sales Manager 2,46,41,147.2,160,87.09,9100.72,89.13,92.0,-1.11
E0056,2026-03,Sales,SAL-C,Sales Manager 2,46,44,151.2,160,90.08,10284.21,95.65,94.5,6.52
E0056,2026-04,Sales,SAL-C,Sales Manager 2,45,40,139.2,160,90.29,9173.42,88.89,87.0,-6.76
E0056,2026-05,Sales,SAL-C,Sales Manager 2,48,40,143.8,160,86.47,9017.26,83.33,89.88,-5.56
E0056,2026-06,Sales,SAL-C,Sales Manager 2,49,38,140.1,160,90.51,8327.32,77.55,87.56,-5.78
E0056,2026-07,Sales,SAL-C,Sales Manager 2,49,39,134.4,160,89.82,9101.41,79.59,84.0,2.04
E0056,2026-08,Sales,SAL-C,Sales Manager 2,51,35,122.0,160,87.28,7474.64,68.63,76.25,-10.96
E0057,2026-01,Customer Support,SUP-A,Customer Manager 2,165,160,151.8,160,96.44,1924.13,96.97,94.88,
E0057,2026-02,Customer Support,SUP-A,Customer Manager 2,149,135,127.8,160,93.37,1564.01,90.6,79.88,-6.37
E0057,2026-03,Customer Support,SUP-A,Customer Manager 2,156,140,137.8,160,99.5,1640.8,89.74,86.12,-0.86
E0057,2026-04,Customer Support,SUP-A,Customer Manager 2,163,140,141.5,160,93.86,1703.85,85.89,88.44,-3.85
E0057,2026-05,Customer Support,SUP-A,Customer Manager 2,183,142,134.4,160,97.96,1800.85,77.6,84.0,-8.29
E0057,2026-06,Customer Support,SUP-A,Customer Manager 2,174,156,147.2,160,92.9,1865.24,89.66,92.0,12.06
E0057,2026-07,Customer Support,SUP-A,Customer Manager 2,186,139,142.7,160,90.01,1590.95,74.73,89.19,-14.93
E0057,2026-08,Customer Support,SUP-A,Customer Manager 2,175,165,160.6,160,93.38,1991.77,94.29,100.37,19.56
E0058,2026-01,Operations,OPS-B,Operations Manager 2,111,103,125.5,160,94.01,1868.34,92.79,78.44,
E0058,2026-02,Operations,OPS-B,Operations Manager 2,124,118,145.9,160,92.96,2142.68,95.16,91.19,2.37
E0058,2026-03,Operations,OPS-B,Operations Manager 2,135,122,152.5,160,97.58,2155.19,90.37,95.31,-4.79
E0058,2026-04,Operations,OPS-B,Operations Manager 2,142,123,163.4,160,94.13,2355.51,86.62,102.12,-3.75
E0058,2026-05,Operations,OPS-B,Operations Manager 2,136,99,127.1,160,91.34,1871.96,72.79,79.44,-13.83
E0058,2026-06,Operations,OPS-B,Operations Manager 2,144,105,139.2,160,84.69,1836.47,72.92,87.0,0.13
E0058,2026-07,Operations,OPS-B,Operations Manager 2,149,95,112.0,160,90.92,1810.17,63.76,70.0,-9.16
E0058,2026-08,Operations,OPS-B,Operations Manager 2,159,100,129.9,160,97.14,1731.97,62.89,81.19,-0.87
E0059,2026-01,Technology,TEC-B,Technology Manager 2,69,68,149.7,160,95.5,6732.37,98.55,93.56,
E0059,2026-02,Technology,TEC-B,Technology Manager 2,77,72,146.0,160,96.78,6769.64,93.51,91.25,-5.04
E0059,2026-03,Technology,TEC-B,Technology Manager 2,82,67,146.2,160,91.84,6556.4,81.71,91.38,-11.8
E0059,2026-04,Technology,TEC-B,Technology Manager 2,77,67,134.4,160,92.8,6618.94,87.01,84.0,5.3
E0059,2026-05,Technology,TEC-B,Technology Manager 2,84,78,173.0,160,92.79,7220.98,92.86,108.12,5.85
E0059,2026-06,Technology,TEC-B,Technology Manager 2,95,78,158.0,160,90.08,7762.73,82.11,98.75,-10.75
E0059,2026-07,Technology,TEC-B,Technology Manager 2,99,67,144.7,160,92.67,6725.14,67.68,90.44,-14.43
E0059,2026-08,Technology,TEC-B,Technology Manager 2,107,77,167.4,160,90.24,7437.94,71.96,104.63,4.28
E0060,2026-01,Customer Support,SUP-C,Customer Manager 1,151,143,138.4,160,86.5,1810.16,94.7,86.5,
E0060,2026-02,Customer Support,SUP-C,Customer Manager 1,150,135,126.4,160,90.87,1642.16,90.0,79.0,-4.7
E0060,2026-03,Customer Support,SUP-C,Customer Manager 1,154,144,140.1,160,83.74,1716.98,93.51,87.56,3.51
E0060,2026-04,Customer Support,SUP-C,Customer Manager 1,152,139,128.0,160,89.4,1608.03,91.45,80.0,-2.06
E0060,2026-05,Customer Support,SUP-C,Customer Manager 1,157,158,142.9,160,91.88,1987.74,100.64,89.31,9.19
E0060,2026-06,Customer Support,SUP-C,Customer Manager 1,176,166,165.8,160,89.68,2009.74,94.32,103.63,-6.32
E0060,2026-07,Customer Support,SUP-C,Customer Manager 1,185,164,163.4,160,95.0,2078.86,88.65,102.12,-5.67
E0060,2026-08,Customer Support,SUP-C,Customer Manager 1,166,151,137.4,160,90.93,1805.37,90.96,85.88,2.31
E0061,2026-01,Customer Support,SUP-B,Customer Manager 1,165,139,141.9,160,90.33,1586.69,84.24,88.69,
E0061,2026-02,Customer Support,SUP-B,Customer Manager 1,150,139,137.4,160,90.1,1643.65,92.67,85.88,8.43
E0061,2026-03,Customer Support,SUP-B,Customer Manager 1,156,147,144.7,160,93.85,1713.63,94.23,90.44,1.56
E0061,2026-04,Customer Support,SUP-B,Customer Manager 1,167,157,157.6,160,93.86,1949.83,94.01,98.5,-0.22
E0061,2026-05,Customer Support,SUP-B,Customer Manager 1,155,138,124.8,160,91.95,1668.98,89.03,78.0,-4.98
E0061,2026-06,Customer Support,SUP-B,Customer Manager 1,179,159,145.3,160,91.6,1817.69,88.83,90.81,-0.2
E0061,2026-07,Customer Support,SUP-B,Customer Manager 1,157,147,147.4,160,94.52,1799.19,93.63,92.12,4.8
E0062,2026-01,Customer Support,SUP-A,Customer Manager 2,145,148,134.7,160,90.81,1891.84,102.07,84.19,
E0062,2026-02,Customer Support,SUP-A,Customer Manager 2,155,156,143.8,160,93.12,1795.27,100.65,89.88,-1.42
E0062,2026-03,Customer Support,SUP-A,Customer Manager 2,160,141,144.1,160,92.7,1674.42,88.12,90.06,-12.53
E0062,2026-04,Customer Support,SUP-A,Customer Manager 2,150,141,134.8,160,96.39,1627.42,94.0,84.25,5.88
E0062,2026-05,Customer Support,SUP-A,Customer Manager 2,180,160,149.1,160,84.94,1984.55,88.89,93.19,-5.11
E0062,2026-06,Customer Support,SUP-A,Customer Manager 2,154,137,132.8,160,88.69,1703.97,88.96,83.0,0.07
E0062,2026-07,Customer Support,SUP-A,Customer Manager 2,185,143,133.0,160,94.77,1802.69,77.3,83.12,-11.66
E0062,2026-08,Customer Support,SUP-A,Customer Manager 2,173,152,150.0,160,92.03,1867.05,87.86,93.75,10.56
E0063,2026-01,Operations,OPS-C,Operations Manager 2,125,118,141.9,160,90.81,2033.98,94.4,88.69,
E0063,2026-02,Operations,OPS-C,Operations Manager 2,132,107,141.6,160,93.05,1880.54,81.06,88.5,-13.34
E0063,2026-03,Operations,OPS-C,Operations Manager 2,126,123,146.3,160,91.37,2357.86,97.62,91.44,16.56
